词牌名,作者,韵律
望梅花 ,蒲宗孟,平平平仄。平仄平平平仄。仄平平、仄仄平仄仄。平平平仄。仄仄仄平平仄仄。仄仄平平仄仄。仄平平仄。仄仄平平平仄。仄平平、平仄平平仄。仄平平仄。仄仄平平平仄仄。仄仄仄平平仄。
望梅花 ,蒲宗孟,仄平平仄。仄仄仄平平仄。平仄仄平平仄仄，仄仄平平平仄。平仄仄平平仄仄，仄仄平平仄仄。仄平平仄。仄仄仄平平仄。仄仄仄平平仄仄，仄仄平平仄仄。平仄平平平仄仄，仄仄平平平仄。
望梅花 ,张雨,平仄平平平仄。平平仄、仄平平仄。仄仄平平，平平平仄，仄仄平平平仄。平平仄。仄仄平平，平仄仄、平平仄仄。平仄仄平平仄。仄仄仄、仄平仄仄。平仄平平，平平平仄，平仄仄平平仄。平仄仄。仄仄平平，仄仄仄、平平仄仄。
醉太平 ,刘过,平平仄平。平平仄平。仄平平仄平平。仄平平仄平。平平仄平。平平仄平。仄平平仄平平。仄仄平仄平。
醉太平 ,辛弃疾,仄平仄仄。平平仄仄。仄平平仄仄平仄。仄平平仄仄。平平平仄平平仄。平仄仄，平平仄。仄仄平平仄平仄。仄平平仄仄。
醉太平 ,无名氏,平平仄平。仄仄平平。仄平平仄仄平平。仄平平仄平。仄平平仄平平仄。仄平平仄平平仄。仄平平仄仄平平。仄平平仄平。
上行杯 ,孙光宪,仄仄平平平仄，平仄仄、仄仄平平。平仄平平平仄仄。平平仄仄。仄平平，平仄仄。仄仄。平仄。平仄平平。
上行杯 ,孙光宪,平仄平平仄仄。平仄仄、仄平平仄。仄仄平平平仄仄。平平仄仄。仄平平，平仄仄。仄仄。平仄仄。平仄平仄。
上行杯 ,韦庄,平仄仄平平仄。仄平平、仄平平仄。仄仄平平平仄仄。平仄仄平平仄。平仄仄平平仄仄。平仄。平仄仄，仄平仄。
感恩多 ,牛峤,仄平平仄仄。平仄平平仄。仄平平仄平。仄平平。仄仄平平仄仄，仄平平。仄平平。仄仄平平，仄平平仄平。
感恩多 ,牛峤,仄平平仄仄。平仄平平仄。仄平平仄平。仄平平。仄仄平平仄平仄，仄平平。仄平平。仄仄平平，仄平平仄平。
长命女 ,冯延巳,平仄仄。仄仄仄平平仄仄。仄仄平平仄。仄仄平平平仄，仄仄仄平平仄。平仄平平平仄仄。仄仄平平仄。
春光好 ,和凝,平平仄，仄平平。仄平平。仄仄仄平平仄，仄平平。仄仄仄平平仄，平平仄仄平平。平仄平平平仄仄，仄平平。
春光好 ,和凝,平仄仄，仄平平。仄平平。平仄平平仄仄平。仄平平。平仄平平平仄，平平仄仄仄平。平仄平平平仄仄，仄平平。
春光好 ,欧阳炯,平平仄，仄平平。仄平平。仄仄仄平平仄仄，仄平平。仄仄平平仄仄，平平仄仄平平。平仄平平平仄仄，仄平平。
春光好 ,张元干,平仄仄，仄平平。仄平平。仄仄仄平平仄仄，仄平平。平仄仄仄平平。仄平仄仄平平。仄仄平平平仄仄，仄平平。
春光好 ,晏几道,平平仄，仄平平。仄平平。平仄仄平平仄仄，仄平平。仄仄平仄平平。平平仄、仄仄平平。仄仄平平平仄仄，仄平平。
春光好 ,无名氏,平平仄仄平平。仄平平。仄仄平平平仄仄，仄平平。平仄仄仄平平。平平仄、仄仄平平。平仄平平平仄仄，仄平平。
春光好 ,蔡伸,平平仄，仄平平。仄平平。平仄平平平仄仄，仄平平。平平仄仄平平。平平仄、平仄平平。仄仄平平平仄仄，仄仄平平。
春光好 ,无名氏,平平仄仄平平。平仄仄、平平仄平。仄仄平平平仄仄，仄仄平平。平平仄仄平平。仄平仄、平平仄平。平仄平平平仄仄，仄仄平平。
酒泉子 ,温庭筠,平仄仄平。平仄仄平平仄。仄平平，平仄仄。平平平。仄平平仄仄平仄。仄平平仄仄。仄平平，平仄仄。仄平平。
酒泉子 ,孙光宪,仄仄仄平，仄仄平平仄仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。仄平平仄仄。仄仄平，平仄仄。仄平平。
酒泉子 ,温庭筠,仄仄仄平。平仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。平仄平仄仄。仄仄平，平仄仄。仄平平。
酒泉子 ,韦庄,仄仄平平。平仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。仄仄平平平仄。仄平平，平仄仄。仄平平。
酒泉子 ,李珣,仄仄平平。平仄仄平平仄仄。仄平平，平仄仄。仄平平。平平仄仄平平仄。仄仄仄平平仄仄。仄平平，平仄仄。仄平平。
酒泉子 ,顾夐,平仄仄平。平仄平平平仄。仄平平，平仄仄。仄平平。仄平平仄仄平平。仄平平仄仄。仄平平，平仄仄。仄平平。
酒泉子 ,温庭筠,平仄仄平。平仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄仄平平。平仄仄平平仄。仄平平，平仄仄。仄平平。
酒泉子 ,张泌,平仄仄平。平仄仄平平仄仄。仄平平，平仄仄。仄平平。仄平平仄仄平平。平仄仄平平仄仄。仄平平，平仄仄。仄平平。
酒泉子 ,顾夐,仄仄平平。仄仄仄平平仄。仄平平，平仄仄。仄平平。仄平平仄平平仄。仄仄平平平仄仄。仄平平，平仄仄。仄平平。
酒泉子 ,顾夐,仄仄平平。仄仄仄平平仄仄。平平平仄。仄平平。仄平平。平平平仄平平仄。仄仄平平平仄仄。仄平平，平仄仄。仄平平。
酒泉子 ,冯延巳,平仄平平。仄仄平平平仄仄。平平平，平平仄。仄平平。平平平仄仄平平。仄仄仄平平仄。仄平平，平仄仄。仄平平。
酒泉子 ,冯延巳,平仄平平。平仄仄平平仄仄。仄平平，平平仄，仄平平。平平平仄仄平平。平仄平平平仄。仄平平，平仄仄，仄平平。
酒泉子 ,司空图,仄仄仄平，仄仄平平平仄仄。仄平平仄仄平平。仄平平。仄平仄仄仄平平。仄仄平平平仄仄。平平仄仄仄平平。仄平平。
酒泉子 ,顾夐,仄仄仄平，平仄仄平平仄仄。仄平平仄仄平平。仄平平。仄平平仄仄平平。平平平仄仄。平平仄仄仄平平。仄平平。
酒泉子 ,牛峤,仄仄仄平，平仄仄平平仄仄，仄平平。平仄仄，仄平平。仄平平仄仄平仄。平仄平平仄。仄平平仄仄平仄。仄平平。
酒泉子 ,顾夐,仄仄平平，平仄仄平平仄仄。平平仄仄。仄平平。仄平平。平平仄仄仄平平。仄平平仄仄，平平仄仄仄平平。仄平平。
酒泉子 ,张泌,仄仄平平，平仄仄平平仄，仄平仄仄仄平平。仄平平。平平平仄仄平平。仄仄仄平平仄，仄平仄仄仄平平。仄平平。
酒泉子 ,毛文锡,仄仄平平，仄仄平平平仄仄，仄平平仄仄平平。仄平平。仄平平仄仄平平。平仄仄平平仄仄，仄平平仄仄平平。仄平平。
酒泉子 ,李珣,平仄平平，平仄仄平平仄，仄平平仄仄平平。仄平平。平平仄仄仄平平。仄仄平平平仄仄，仄平平，仄平仄，仄平平。
酒泉子 ,冯延巳,平仄平平。平仄平平平仄仄，平仄平，平仄仄，仄平平。仄平平仄仄平平。平平平平平仄，平平平，平仄仄，仄平平。
酒泉子 ,顾夐,仄仄平平，仄仄仄平平仄仄，仄平仄仄仄平平。仄平平。平平平仄仄平平。仄平平仄仄，仄平仄仄仄平平。仄平平。
酒泉子 ,李珣,平仄平平，仄仄仄平平仄，仄平平仄仄平平。仄平平。平仄仄，仄平平。平仄仄平平仄，仄平平仄仄平平。仄平平。
怨回纥 ,皇甫松,仄仄仄平仄，平平仄仄平。仄平平仄仄，平仄仄平平。平仄平平仄，平平平仄平。仄平平仄仄，平仄仄平平。
怨回纥 ,无名氏,平平仄仄仄平平。平平仄仄仄平平。仄仄平平平仄仄，平平仄仄仄平平。仄仄平平仄，平平仄仄仄平平。
生查子 ,韩偓,仄仄仄平平，仄仄平平仄。仄平仄仄平，仄仄平平仄。仄仄仄平平，平仄平平仄。平仄仄平平，平平仄平仄。
生查子 ,刘侍读,平平平仄平，仄仄平平仄。仄仄仄平平，仄仄平平仄。仄平平仄仄。仄仄平平仄。平仄仄平平，平仄平平仄。
生查子 ,牛希济,平平平仄平，平仄平平仄。平仄仄平平，仄仄平平仄。仄仄平，平仄仄。平仄平平仄。仄仄仄平平，仄仄平平仄。
生查子 ,孙光宪,仄仄仄平平，仄仄平平仄。平仄仄平平，仄仄平平仄。平平仄仄仄平平，仄仄平平仄。平仄仄平平，仄仄平平仄。
生查子 ,张泌,平仄平，仄平仄。平仄平平仄。平仄仄平平，平仄平平仄。平仄平，平仄仄。平仄平平仄。仄仄仄平平，平仄平平仄。
蝴蝶儿 ,张泌,平仄平。仄平平。仄平平仄仄平平。仄平仄仄平。平仄平平仄，平平仄仄平。平平平仄仄平平。仄平平仄平。
添声杨柳枝 ,顾夐,平仄平平仄仄平。仄平平。平平平仄仄平平。仄平平。仄仄仄平平仄仄。平平仄。仄平平仄仄平平。仄平平。
添声杨柳枝 ,贺铸,仄仄平平平仄平。仄平平。仄平平仄仄平平。仄平平。平仄平平平仄仄，仄平平。平平平仄仄平平。仄平平。
添声杨柳枝 ,朱敦儒,平平仄，仄平。平仄仄，仄平。仄仄平平平仄平。仄平平。仄平。仄仄平。仄平。仄平平。仄平。平仄平平仄仄平。仄平平。仄平。
醉公子 ,顾夐,平仄平平仄。平仄平平仄。仄仄仄平平。平平仄仄平。仄仄平平仄。仄仄平平仄。平仄仄平平。平平仄仄平。
醉公子 ,尹鹗,仄平平仄仄。仄平平仄仄。仄仄仄平平。平平仄仄平。平平平仄仄。仄平平仄仄。平仄仄平平。平平平仄平。
醉公子 ,顾夐,仄仄平平仄。仄平平仄仄。平仄仄平平。仄平平仄平。仄平平仄仄。平平平仄仄。仄仄仄平平。平平仄仄平。
醉公子 ,史达祖,平平平平仄。平平平仄，仄仄平仄。仄仄平平，仄仄平平，仄仄平仄。平仄仄。仄平平、仄仄平仄，平仄平仄。仄平平平仄，平仄仄平，平仄仄平仄。平平仄平平平仄。仄仄仄平平、仄平仄。仄仄平平，仄仄平平，平仄平仄。平仄仄。仄平平、仄平平仄，平仄平仄。仄平仄、平仄平平，仄平平仄仄。
昭君怨 ,万俟咏,平仄平平仄仄。平仄平平平仄。仄仄仄平平。仄平平。仄仄平平平仄。仄仄仄平平仄。平仄仄平平。仄平平。
昭君怨 ,蔡伸,仄仄平平平仄。平仄平平平仄。仄仄仄平平。仄平平。仄仄平平仄。仄仄仄平平仄。平仄仄平平。仄平平。
昭君怨 ,周紫芝,仄仄平平平仄。平仄仄平平仄。仄仄仄平平。仄平平。平仄仄。平仄仄。平仄平平仄仄。平仄仄平平。仄平平。
玉蝴蝶 ,温庭筠,平平平仄平平。平仄仄平平。仄仄仄平平。平平仄仄平。平平平仄仄，平仄仄平平。平仄仄平平。仄平平仄平。
玉蝴蝶 ,孙光宪,平仄仄，仄平平。仄平平仄平。仄仄仄平平。平平仄仄平。平平仄。平平仄。平仄仄平平。平仄仄平平。仄平平仄平。
玉蝴蝶 ,柳永,仄仄仄平平仄，平平仄仄，仄仄平平。仄仄平平，平仄仄仄平平。仄平平、平平仄仄，仄仄仄、平仄平平。仄平平。仄平平仄，平仄平平。平平。平平仄仄，仄平平仄，仄仄平平。仄仄平平，仄平平仄仄平平。仄平仄、平平仄仄，仄仄平、平仄平平。仄平平。仄平平仄，仄仄平平。
玉蝴蝶 ,柳永,仄仄仄平平仄，仄平平仄，平仄平平。仄仄平平平仄，仄仄平平。仄平平、仄平仄仄，平仄仄、仄仄平平。仄平平。仄平平仄，仄仄平平。平平。仄平平仄，平平平仄，仄仄平平。仄仄平平仄仄，仄仄仄平平。仄平平、仄平仄仄，仄仄仄、平仄平平。仄平平。仄平平仄，仄仄平平。
玉蝴蝶 ,李之仪,仄仄平平平仄，仄平平仄，平仄平平。仄仄平平平仄，平仄平平。仄平平、平平仄仄，平仄仄、仄仄平平。仄平平。仄平平仄，平仄平平。平平。仄平仄仄，仄平平仄，平仄平平。平仄仄平平仄，仄仄平平。仄平平、平平仄仄，平仄仄、仄仄平平。仄平平。仄平平仄，平仄平平。
玉蝴蝶 ,张炎,平仄仄平平仄，仄平平仄，平仄平平。平仄平平，仄仄仄仄平平。仄平平、平平仄仄，平仄仄、平仄平平。仄平平。仄平仄仄，平仄平平。仄仄平平平仄，平平仄仄，平仄平平。仄仄平平，仄平平仄仄平平。仄仄仄、平平仄仄，仄平仄、平仄平平。仄平平。仄平平仄，平仄平平。
玉蝴蝶 ,辛弃疾,仄仄仄平，平仄平平平仄，平仄平平。平仄平平仄仄，平仄平平。仄平平、平平仄仄，仄平仄、平仄平平。仄平平。平平平仄，仄仄平平。平平。平平仄仄，平平仄仄，平仄平平。仄仄平平，平平仄仄仄平平。仄平平、平平平仄，平仄仄、仄仄平平。仄平平。平平仄仄，仄仄平平。
女冠子 ,温庭筠,平平平仄。仄仄平平仄仄。仄平平。平仄平平仄，平平仄仄平。仄平平仄仄，平仄仄平平。仄仄平平仄，仄平平。
女冠子 ,康与之,仄平平仄。平平仄仄平仄。平平平仄。平平仄仄，仄平仄仄，平平平仄。平平平仄仄，仄仄平平，仄平平仄。仄平仄仄，仄仄平平，平平仄仄。仄平平、平仄平平仄。仄平平、平仄仄平平平仄。仄平平仄。仄仄平平仄，平平平仄。仄平平仄仄，仄平平仄，仄平平仄。仄平平仄，仄平平仄，平平平仄。
女冠子 ,李邴,仄平平仄。平平平仄平仄。平平平仄。仄平平仄，仄仄平平，平平平仄。平平平仄仄，仄仄仄平，仄仄仄平仄仄。仄仄平平仄仄仄，平仄仄平平仄。平平平仄平平仄。仄仄平平仄，仄仄平平仄。仄平平仄。仄仄仄仄仄，平平平仄。仄平平仄仄，仄平仄仄，仄仄平仄。仄仄平平仄，仄平平仄，仄平平仄。
女冠子 ,柳永,仄平平仄。平平仄、平平仄仄。仄平仄、仄仄平仄。仄平仄仄，仄平仄仄平平、仄平仄。平仄平平，仄平平仄平仄。仄平平平仄，平平仄仄，仄平平仄。仄仄仄平平，平平仄仄，仄仄平平仄仄，平平仄、平平仄仄。仄平仄仄，平仄平平仄平仄。仄仄平平，仄平平、仄平平仄。仄平平平仄，仄平仄仄，仄平平仄。
女冠子 ,蒋捷,仄平平仄。仄平平仄平仄。平平平仄，仄平平仄，仄仄平平，平平平仄。平平平仄仄。仄仄仄平平仄，仄平平仄。仄平平、平仄仄仄，平仄平平平仄。平平平仄平平仄。仄平平平仄，仄仄平平仄。仄平平仄。仄仄仄仄仄，仄平平仄。平平平仄仄。仄仄仄平平仄，仄平平仄。仄仄平平仄，仄平平仄，仄平平仄。
女冠子 ,柳永,仄平平仄。仄平平，平平仄。仄平仄、平平平仄。平平平仄，平平平仄，平平平仄。平平仄仄平仄。平平仄仄平平仄。平平仄仄，平平仄仄，平平仄仄。仄仄平平，平仄平平仄仄，仄仄仄仄平平仄。仄平平仄，仄平平、仄平仄仄，仄仄平平平仄。平平仄仄平仄。平平仄仄平平仄。仄平平仄，平平仄仄，平平仄仄。
女冠子 ,无名氏,平平仄仄。仄平平、仄仄平仄。平平仄仄仄。仄平平仄仄，仄仄平平，仄平平仄。仄平平平仄仄，仄仄平平，仄平平仄。仄平平仄，仄仄平平，仄平平仄。仄平平、平仄平平仄。仄平平、平平仄仄平平仄。仄平仄仄。仄平平仄仄，平仄仄平平仄。平平平仄仄，仄仄平平，仄平平仄。仄仄平、平仄仄仄，仄仄平平平仄。
中兴乐 ,毛文锡,仄仄平平平仄平。平平仄仄平平。仄平仄。平仄。仄平平。平平仄仄平平仄。平平仄。仄平平仄。平仄。仄仄平平。
中兴乐 ,牛希济,平平仄仄仄平平。平平仄仄平平。平仄平平，仄仄平平。平平平仄仄平。平平平。平平仄仄，仄平平仄，仄仄平平。
中兴乐 ,李珣,仄平仄仄仄平平。平平仄仄平平。仄平平仄，平仄平平。平平平仄平平。仄平平。仄平仄仄，平平仄仄，仄仄平平。平平平仄仄平平。仄平仄仄平平。仄平平仄，仄仄平平。仄平平仄平平。仄平平。仄平平仄，平平平仄，平仄平平。
